Company,TypeName,Inches,Ram,Weight,Price,Cpu,Memory,Gpu,OpSys
MSI,Workstation,17.3,16.0,3.24,109968,Intel Pentium,512GB SSD,Intel UHD Graphics 620,No OS
Acer,2 in 1 Convertible,17.3,16.0,1.05,175576,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,No OS
Toshiba,Notebook,17.3,8.0,2.14,131116,Intel Core i9,2TB HDD,Intel HD Graphics 620,Windows 10 S
Lenovo,Ultrabook,14.0,8.0,2.68,52146,AMD A9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Toshiba,Notebook,15.6,4.0,1.46,55297,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Razer,2 in 1 Convertible,11.6,8.0,4.64,101394,Intel Core i5,256GB SSD,,Windows 10
Toshiba,Ultrabook,15.6,8.0,1.69,142173,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1050,macOS
Dell,Workstation,13.3,16.0,1.4,140942,Intel Core i7,512GB SSD +  1TB HDD,AMD Radeon R5,macOS
Toshiba,2 in 1 Convertible,12.5,16.0,1.67,214679,Intel Pentium,2TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Acer,Workstation,17.3,4.0,3.82,31939,Intel Core i5,256GB SSD,Intel UHD Graphics 620,No OS
HP,Gaming,15.6,8.0,2.52,236539,Intel Core i5,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
HP,Netbook,11.6,8.0,3.05,196787,Intel Core i5,256GB SSD,,Windows 10
Asus,2 in 1 Convertible,13.3,8.0,0.98,59460,AMD A9,2TB HDD,AMD Radeon R5,Windows 10 S
Lenovo,Gaming,14.0,16.0,1.03,212648,AMD E-Series,256GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Lenovo,2 in 1 Convertible,14.0,4.0,2.59,214294,Intel Core i3,2TB HDD,Intel UHD Graphics 620,No OS
Dell,2 in 1 Convertible,11.6,8.0,4.0,158738,AMD A9,256GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Acer,Gaming,13.3,8.0,4.26,77119,AMD A9,1TB HDD,AMD Radeon R5,Windows 10 S
Asus,Ultrabook,17.3,32.0,1.23,181393,AMD E-Series,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Razer,Notebook,15.6,16.0,2.95,147851,AMD A9,512GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
Lenovo,Workstation,13.3,8.0,4.37,159258,Intel Core i5,512GB SSD,Intel UHD Graphics 620,macOS
HP,2 in 1 Convertible,14.0,16.0,2.37,162531,Intel Core i5,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Toshiba,Workstation,11.6,16.0,4.05,232318,Intel Pentium,256GB SSD,AMD Radeon R5,Chrome OS
Toshiba,Netbook,11.6,64.0,1.41,233827,Intel Core i7,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Asus,Gaming,15.6,8.0,4.45,20057,AMD A9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Acer,Workstation,11.6,32.0,,206735,Intel Core i7,256GB SSD,Nvidia GeForce GTX 1060,Windows 10
Acer,Gaming,11.6,32.0,4.48,164805,Intel Core i3,256GB SSD,Intel HD Graphics 620,macOS
MSI,Workstation,13.3,32.0,3.47,34157,Intel Core i9,1TB HDD,AMD Radeon R5,macOS
Samsung,Notebook,17.3,16.0,2.28,50030,Intel Core i5,512GB SSD +  1TB HDD,Intel HD Graphics 620,macOS
Lenovo,Notebook,15.6,16.0,4.47,165685,Intel Pentium,256GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Acer,Notebook,13.3,8.0,1.95,123612,Intel Core i3,2TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
HP,Notebook,17.3,16.0,2.16,130080,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1060,Windows 10
Asus,Notebook,13.3,16.0,3.56,98028,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Razer,Notebook,12.5,16.0,3.81,232354,Intel Core i9,1TB HDD,Intel UHD Graphics 620,Windows 10 S
MSI,Gaming,13.3,8.0,4.43,151260,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Apple,2 in 1 Convertible,11.6,16.0,1.68,44680,Intel Core i5,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Dell,Workstation,17.3,16.0,3.93,249433,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Razer,Notebook,15.6,4.0,3.71,206191,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10
Apple,Gaming,15.6,16.0,1.14,117302,Intel Core i9,1TB HDD,Intel UHD Graphics 620,No OS
Toshiba,Gaming,17.3,16.0,2.37,220472,Intel Core i3,256GB SSD,Intel HD Graphics 620,Linux
Dell,Gaming,11.6,16.0,1.97,201790,Intel Pentium,2TB HDD,AMD Radeon R5,Chrome OS
Lenovo,2 in 1 Convertible,14.0,8.0,2.06,51445,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
HP,Workstation,13.3,8.0,4.64,20796,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Dell,2 in 1 Convertible,11.6,32.0,3.34,62218,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,Chrome OS
Samsung,Ultrabook,12.5,8.0,3.63,185203,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Gaming,17.3,16.0,4.61,154195,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Lenovo,Ultrabook,13.3,8.0,2.33,154294,Intel Pentium,256GB SSD +  1TB HDD,Intel HD Graphics 620,Chrome OS
Samsung,Netbook,15.6,16.0,3.95,39074,AMD E-Series,2TB HDD,AMD Radeon R5,No OS
Toshiba,Notebook,14.0,8.0,2.55,131088,AMD E-Series,256GB SSD,Intel HD Graphics 620,Windows 10
Samsung,Notebook,12.5,16.0,4.2,175897,Intel Core i5,512GB SSD,Intel HD Graphics 620,Windows 10 S
MSI,2 in 1 Convertible,15.6,8.0,1.59,51839,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1050,No OS
MSI,Workstation,17.3,4.0,4.5,122112,Intel Pentium,256GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Asus,Ultrabook,13.3,8.0,1.73,142514,Intel Core i9,1TB HDD,Intel HD Graphics 620,Chrome OS
Razer,Workstation,17.3,4.0,2.14,83322,AMD A9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Razer,2 in 1 Convertible,13.3,64.0,3.77,71321,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Lenovo,Notebook,11.6,64.0,2.4,245246,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Toshiba,Workstation,14.0,8.0,3.21,248572,Intel Core i3,1TB HDD,AMD Radeon R5,macOS
Acer,Workstation,11.6,16.0,2.59,125100,Intel Core i5,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
MSI,Notebook,11.6,8.0,3.72,172060,Intel Core i7,256GB SSD,AMD Radeon R5,macOS
Lenovo,Ultrabook,17.3,16.0,1.77,50507,AMD A9,1TB HDD,Intel UHD Graphics 620,Linux
Acer,Notebook,14.0,16.0,1.12,114244,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Razer,Workstation,13.3,32.0,2.04,244716,AMD A9,2TB HDD,Intel UHD Graphics 620,macOS
Asus,Ultrabook,13.3,8.0,2.7,140788,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1060,Windows 10
Samsung,Ultrabook,12.5,16.0,1.54,110251,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
MSI,Notebook,15.6,8.0,2.25,38806,AMD E-Series,256GB SSD,Intel UHD Graphics 620,Linux
Lenovo,Workstation,12.5,64.0,2.42,145364,Intel Core i7,1TB HDD,Intel HD Graphics 620,No OS
Dell,2 in 1 Convertible,12.5,4.0,1.12,51901,AMD E-Series,256GB SSD,Intel HD Graphics 620,Windows 10
Acer,Workstation,13.3,16.0,3.12,163115,Intel Core i3,256GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Samsung,Gaming,17.3,16.0,4.26,221833,Intel Core i7,256GB SSD,Intel HD Graphics 620,Windows 10 S
MSI,Netbook,11.6,16.0,1.48,155824,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Razer,2 in 1 Convertible,11.6,4.0,3.17,215065,Intel Core i7,512GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Toshiba,Ultrabook,11.6,32.0,3.43,188688,Intel Core i3,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Acer,2 in 1 Convertible,14.0,8.0,2.49,67127,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Razer,Ultrabook,13.3,16.0,3.56,220849,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Chrome OS
MSI,Ultrabook,17.3,8.0,2.46,15453,Intel Core i3,256GB SSD,AMD Radeon R5,No OS
Acer,2 in 1 Convertible,14.0,8.0,2.82,90432,Intel Core i5,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
Samsung,Ultrabook,15.6,16.0,0.93,137872,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1060,Linux
MSI,Ultrabook,17.3,8.0,3.53,102362,AMD E-Series,256GB SSD,Intel HD Graphics 620,No OS
Apple,Gaming,12.5,8.0,3.41,25976,Intel Core i7,512GB SSD +  1TB HDD,Intel HD Graphics 620,Chrome OS
Lenovo,Workstation,17.3,8.0,1.05,129176,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Samsung,Workstation,17.3,8.0,2.3,114122,Intel Core i7,512GB SSD,AMD Radeon R5,No OS
Acer,Netbook,11.6,16.0,4.62,85404,AMD E-Series,256GB SSD,Intel HD Graphics 620,macOS
Toshiba,Netbook,17.3,32.0,2.5,96932,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Linux
Razer,Gaming,12.5,4.0,2.81,112170,AMD A9,256GB SSD,Intel UHD Graphics 620,No OS
Dell,Netbook,12.5,,4.36,92707,Intel Core i9,1TB HDD,,Chrome OS
Razer,2 in 1 Convertible,13.3,4.0,3.63,235719,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Acer,Notebook,17.3,4.0,3.11,179760,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
Razer,Notebook,11.6,16.0,3.93,232912,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1060,macOS
Lenovo,Notebook,17.3,16.0,4.18,108789,AMD E-Series,512GB SSD,AMD Radeon R5,No OS
MSI,Gaming,15.6,8.0,2.64,111516,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1050,No OS
Dell,Gaming,15.6,8.0,2.71,148089,Intel Core i7,512GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
HP,Ultrabook,11.6,4.0,2.37,22957,Intel Pentium,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Acer,Notebook,13.3,16.0,4.57,122724,Intel Core i5,1TB HDD,Intel UHD Graphics 620,Chrome OS
Asus,2 in 1 Convertible,13.3,64.0,3.55,150864,Intel Core i9,512GB SSD,Intel UHD Graphics 620,No OS
HP,Netbook,12.5,4.0,1.22,202054,Intel Core i9,512GB SSD,Intel HD Graphics 620,No OS
Razer,2 in 1 Convertible,12.5,8.0,4.18,28237,Intel Core i9,512GB SSD +  1TB HDD,AMD Radeon R5,No OS
Acer,Netbook,14.0,32.0,2.73,66586,AMD A9,256GB SSD,Nvidia GeForce GTX 1060,macOS
Apple,Notebook,11.6,32.0,1.16,227859,Intel Core i5,512GB SSD,AMD Radeon R5,Windows 10
Asus,Notebook,17.3,8.0,2.99,34252,Intel Core i3,512GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Dell,Notebook,11.6,4.0,2.49,156779,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1060,Linux
Toshiba,Gaming,14.0,,4.24,180278,Intel Pentium,2TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Netbook,12.5,16.0,1.68,240348,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
HP,Gaming,11.6,8.0,4.04,18543,Intel Core i7,2TB HDD,AMD Radeon R5,Linux
MSI,Gaming,11.6,,3.02,190207,Intel Core i9,1TB HDD,AMD Radeon R5,Chrome OS
Lenovo,Workstation,12.5,16.0,1.11,119647,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Toshiba,2 in 1 Convertible,14.0,4.0,4.59,50031,AMD A9,256GB SSD,Intel UHD Graphics 620,Windows 10
Apple,2 in 1 Convertible,12.5,16.0,2.85,189001,AMD E-Series,2TB HDD,Intel HD Graphics 620,Windows 10
MSI,Ultrabook,13.3,8.0,2.01,80747,Intel Core i5,2TB HDD,AMD Radeon R5,Chrome OS
MSI,Gaming,17.3,4.0,2.68,203923,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1050,Linux
Acer,Netbook,12.5,16.0,4.16,70311,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Apple,Workstation,14.0,8.0,2.06,80867,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Dell,Workstation,15.6,64.0,1.63,103780,Intel Pentium,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Razer,2 in 1 Convertible,13.3,16.0,1.39,72196,AMD E-Series,256GB SSD,Intel HD Graphics 620,macOS
Asus,Gaming,15.6,8.0,2.03,88705,Intel Core i9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Asus,Ultrabook,12.5,16.0,3.86,72894,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,No OS
HP,Gaming,13.3,8.0,2.69,102640,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1060,No OS
HP,Notebook,17.3,32.0,1.76,29591,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Asus,Gaming,12.5,8.0,1.53,112247,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Dell,Notebook,17.3,16.0,2.16,194965,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Lenovo,Notebook,11.6,4.0,4.47,15727,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
Samsung,Ultrabook,15.6,8.0,2.2,167431,AMD A9,1TB HDD,Nvidia GeForce GTX 1060,Linux
Razer,Netbook,13.3,16.0,4.65,58822,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,No OS
Lenovo,2 in 1 Convertible,17.3,16.0,2.74,247619,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Acer,Gaming,14.0,8.0,1.58,118399,Intel Core i9,256GB SSD,Intel UHD Graphics 620,macOS
Samsung,Notebook,17.3,8.0,4.29,127113,Intel Core i7,2TB HDD,Intel UHD Graphics 620,Windows 10 S
Samsung,Gaming,14.0,16.0,2.65,234606,AMD A9,512GB SSD,AMD Radeon R5,Chrome OS
Apple,Netbook,12.5,32.0,3.6,145431,AMD E-Series,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Dell,2 in 1 Convertible,13.3,4.0,4.64,157001,AMD A9,256GB SSD,Intel HD Graphics 620,Windows 10 S
Dell,Netbook,17.3,8.0,1.09,143588,AMD A9,256GB SSD,Intel HD Graphics 620,Windows 10 S
Samsung,2 in 1 Convertible,17.3,8.0,1.27,75091,Intel Pentium,512GB SSD,Intel HD Graphics 620,macOS
Apple,Workstation,13.3,32.0,3.64,226450,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1050,Chrome OS
Razer,2 in 1 Convertible,17.3,4.0,1.97,169591,AMD A9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Samsung,Ultrabook,14.0,8.0,1.6,163465,Intel Core i3,1TB HDD,Intel HD Graphics 620,Windows 10
Toshiba,Netbook,17.3,16.0,1.05,180390,Intel Pentium,256GB SSD +  1TB HDD,AMD Radeon R5,macOS
HP,Notebook,15.6,4.0,0.98,220603,Intel Core i7,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
HP,Workstation,12.5,8.0,3.84,109192,AMD E-Series,256GB SSD,AMD Radeon R5,No OS
Lenovo,Ultrabook,11.6,8.0,1.41,194006,AMD E-Series,512GB SSD,Intel UHD Graphics 620,Windows 10 S
Acer,Gaming,14.0,8.0,2.68,125805,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1060,Chrome OS
HP,Netbook,15.6,8.0,3.2,227175,Intel Core i7,1TB HDD,AMD Radeon R5,Chrome OS
MSI,Notebook,12.5,16.0,2.53,174912,Intel Core i7,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Lenovo,2 in 1 Convertible,13.3,8.0,1.0,133089,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1050,Linux
HP,Notebook,14.0,16.0,3.88,104367,Intel Core i9,1TB HDD,AMD Radeon R5,Windows 10
Acer,Gaming,11.6,16.0,0.94,28265,Intel Core i7,2TB HDD,AMD Radeon R5,Linux
Dell,Workstation,12.5,16.0,3.8,151496,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,Linux
Dell,Workstation,11.6,8.0,4.29,166697,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Razer,Netbook,13.3,4.0,2.54,94622,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Samsung,Workstation,13.3,8.0,2.94,175259,Intel Core i5,1TB HDD,Intel UHD Graphics 620,Windows 10
Toshiba,Netbook,14.0,8.0,2.71,50929,Intel Core i9,2TB HDD,AMD Radeon R5,Linux
Dell,Netbook,17.3,8.0,2.38,76892,AMD A9,512GB SSD,AMD Radeon R5,Chrome OS
Apple,Netbook,13.3,16.0,4.27,166611,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Linux
HP,2 in 1 Convertible,12.5,4.0,4.3,71630,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Apple,Ultrabook,17.3,4.0,2.18,236711,AMD A9,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Acer,Netbook,15.6,8.0,3.24,239482,Intel Core i7,512GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Dell,Netbook,11.6,16.0,,155287,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Toshiba,Ultrabook,17.3,8.0,4.56,185457,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Acer,Notebook,11.6,16.0,2.83,146025,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
MSI,Netbook,17.3,8.0,2.62,102580,AMD A9,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
MSI,2 in 1 Convertible,15.6,32.0,1.96,92462,Intel Pentium,2TB HDD,Intel UHD Graphics 620,No OS
Apple,Workstation,13.3,32.0,4.54,128396,Intel Core i5,256GB SSD +  1TB HDD,AMD Radeon R5,macOS
Samsung,Workstation,15.6,,1.44,112037,Intel Core i7,256GB SSD,Nvidia GeForce GTX 1060,macOS
Lenovo,Gaming,13.3,8.0,3.1,110310,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Samsung,Gaming,13.3,8.0,1.97,171080,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Razer,Workstation,11.6,,1.96,63928,Intel Core i7,512GB SSD,Intel UHD Graphics 620,Windows 10
Samsung,Workstation,12.5,,2.44,229168,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1050,Linux
Razer,2 in 1 Convertible,15.6,16.0,4.7,104876,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Razer,Ultrabook,17.3,16.0,1.11,39976,Intel Core i5,1TB HDD,AMD Radeon R5,macOS
Toshiba,Gaming,15.6,16.0,3.1,139984,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,macOS
Dell,Ultrabook,11.6,8.0,1.21,173698,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1050,No OS
