platform,hashtag,category,country,month,date,posts,likes,views,comments,shares,engagement_rate
Twitter,#Rajasthan,Travel,Australia,October,2023-10-20,210821,15846,1289775,2706,2262,1.61
Twitter,#ChessOlympiad,Sports,UK,May,2023-05-25,935000,161757,3738345,14170,51601,6.09
YouTube,#Valorant,Gaming,Brazil,December,2023-12-09,155370,19885,19248801,2681,1256,0.12
Instagram,#Esports,Gaming,USA,December,2023-12-05,314550,95239,4471483,2165,10623,2.42
Facebook,#Netflix,Entertainment,India,January,2023-01-08,157898,34677,1107224,1782,2900,3.55
Twitter,#Ayurveda,Health,Brazil,June,2023-06-26,201868,35476,1723128,4845,8359,2.83
Instagram,#Travel,Travel,India,October,2023-10-07,932459,131697,5922664,10730,14901,2.66
YouTube,#Parliament,Politics,USA,September,2023-09-07,144391,17102,5395980,2245,1084,0.38
YouTube,#FIFA,Sports,UK,November,2023-11-25,7162,1394,305968,69,58,0.5
Twitter,#Kabaddi,Sports,Australia,June,2023-06-01,137434,30876,612439,3563,12205,7.62
Twitter,#UPSC,Education,UK,September,2023-09-19,209344,16400,1558481,2728,2617,1.4
YouTube,#OnlineLearning,Education,Canada,March,2023-03-19,148056,26500,16953617,3286,937,0.18
Instagram,#UPSC,Education,USA,March,2023-03-23,220004,74391,2336197,6599,3746,3.63
Instagram,#OnlineLearning,Education,UK,April,2023-04-14,593891,69556,8688480,3621,4526,0.89
TikTok,#Cooking,Food,Brazil,June,2023-06-14,1191856,565769,14897997,8622,88402,4.45
YouTube,#TechNews,Technology,Pakistan,November,2023-11-01,18015,1060,1691024,41,71,0.07
Instagram,#Recipe,Food,Bangladesh,August,2023-08-03,829985,254801,4965700,12238,12833,5.64
YouTube,#Democracy,Politics,India,October,2023-10-27,176743,12862,17640479,1381,813,0.09
Twitter,#Kabaddi,Sports,India,September,2023-09-26,112596,23006,764253,1951,5325,3.96
Twitter,#EdTech,Education,Pakistan,August,2023-08-21,166141,10646,1633488,1986,2154,0.91
YouTube,#MusicMonday,Entertainment,Germany,May,2023-05-11,30079,4332,2907553,181,258,0.16
Facebook,#IndianFashion,Fashion,Indonesia,February,2023-02-22,100875,30209,566907,2534,2413,6.2
Facebook,#Cooking,Food,India,November,2023-11-23,118299,31980,435484,3043,2249,8.56
YouTube,#JEE,Education,UK,December,2023-12-08,66363,13104,2319838,434,870,0.62
Instagram,#Ayurveda,Health,India,October,2023-10-30,919675,306224,3906398,25255,28713,9.22
TikTok,#WellBeing,Health,UK,November,2023-11-07,4403408,2385225,95505189,30881,157829,2.7
Twitter,#MentalHealth,Health,India,May,2023-05-03,383222,63624,2941015,8943,21923,3.21
Twitter,#Valorant,Gaming,Canada,August,2023-08-14,898631,127739,8004367,7101,28052,2.04
Facebook,#Netflix,Entertainment,Pakistan,April,2023-04-03,33317,7286,132394,410,621,6.28
Twitter,#Kashmir,Travel,USA,December,2023-12-16,365762,44065,3556928,4031,14766,1.77
YouTube,#Wanderlust,Travel,Bangladesh,May,2023-05-15,42598,3467,6762245,316,112,0.06
Facebook,#FreeFireIndia,Gaming,Germany,September,2023-09-13,101186,15524,576599,1499,2048,3.31
Instagram,#Gaming,Gaming,India,February,2023-02-16,1351027,327114,14133899,23276,32086,2.71
Instagram,#Skincare,Fashion,Brazil,June,2023-06-29,716742,273841,9854745,22011,31858,3.33
YouTube,#Bollywood,Entertainment,India,October,2023-10-25,81902,15260,11961057,1417,960,0.15
TikTok,#Democracy,Politics,Pakistan,December,2023-12-23,686991,164451,4989997,8528,29854,4.06
Facebook,#IndianFashion,Fashion,Australia,June,2023-06-24,566710,89447,1585764,5784,11892,6.76
YouTube,#WellBeing,Health,India,June,2023-06-15,59436,6917,1624927,631,392,0.49
YouTube,#MusicMonday,Entertainment,India,December,2023-12-22,57903,5026,3511809,523,126,0.16
Twitter,#IndianFashion,Fashion,India,November,2023-11-10,511748,111349,2720558,14774,30111,5.74
Facebook,#Vote,Politics,Pakistan,July,2023-07-24,665724,137538,4935715,8917,9457,3.16
YouTube,#Streetwear,Fashion,USA,July,2023-07-06,62026,6079,5227138,878,118,0.14
Instagram,#OnlineLearning,Education,India,February,2023-02-19,1934093,724272,17579833,42050,42162,4.6
TikTok,#TechNews,Technology,USA,December,2023-12-26,4697899,2440487,49793477,70382,428285,5.9
Facebook,#Ayurveda,Health,Brazil,October,2023-10-30,465372,43849,3711216,1402,3917,1.32
Twitter,#Esports,Gaming,Germany,December,2023-12-28,160063,10044,773952,1940,1836,1.79
YouTube,#WebSeries,Entertainment,Pakistan,September,2023-09-09,113439,17654,21518773,2616,442,0.1
Facebook,#BeautyTips,Fashion,Australia,December,2023-12-12,327460,50008,1774552,5442,7205,3.53
Instagram,#EdTech,Education,Pakistan,June,2023-06-11,1819284,186242,18766156,14334,11593,1.13
Twitter,#Kabaddi,Sports,India,September,2023-09-29,438807,86039,3449220,7512,24130,3.41
Instagram,#Elections2024,Politics,Bangladesh,September,2023-09-11,1538125,218144,6259043,20874,17813,4.1
Facebook,#Cooking,Food,Australia,August,2023-08-31,153237,40822,474718,2367,2429,9.61
Facebook,#Streetwear,Fashion,India,April,2023-04-05,281159,47323,944649,5617,5188,6.15
YouTube,#IncredibleIndia,Travel,Indonesia,May,2023-05-12,5847,1063,181035,98,61,0.68
Twitter,#Elections2024,Politics,Indonesia,January,2023-01-07,9887,1140,43998,193,308,3.73
YouTube,#Cricket,Sports,India,November,2023-11-22,163257,20363,18993077,2990,341,0.12
Instagram,#Fitness,Health,Pakistan,April,2023-04-01,1879478,477846,24718287,39068,36153,2.24
Facebook,#OTT,Entertainment,India,October,2023-10-03,134125,34548,519062,1942,2708,7.55
Instagram,#WellBeing,Health,India,February,2023-02-21,1053649,176597,5123928,12194,10660,3.89
Facebook,#NEET,Education,Canada,August,2023-08-18,130034,29532,311142,1540,1640,10.51
Facebook,#Python,Technology,India,July,2023-07-03,69471,19566,522890,2014,2740,4.65
TikTok,#Kabaddi,Sports,India,December,2023-12-06,2738993,1534767,52246065,90788,196835,3.49
TikTok,#Coding,Technology,USA,March,2023-03-11,3807295,1879224,46921022,101184,207909,4.66
Facebook,#Olympics,Sports,India,September,2023-09-09,117385,17693,575729,1149,1676,3.56
YouTube,#OTT,Entertainment,Germany,January,2023-01-22,49803,9563,3749248,921,698,0.3
TikTok,#BJP,Politics,USA,January,2023-01-25,4531967,736822,132193874,27220,75719,0.64
TikTok,#WebSeries,Entertainment,Germany,August,2023-08-11,4314557,1664525,40803856,59852,257797,4.86
Instagram,#Olympics,Sports,India,April,2023-04-24,1504033,319018,17399277,19020,25969,2.09
TikTok,#Bollywood,Entertainment,France,July,2023-07-15,1778303,987214,14063310,29943,183285,8.54
YouTube,#Democracy,Politics,Germany,April,2023-04-27,97960,18380,9046857,740,954,0.22
TikTok,#Streetwear,Fashion,Bangladesh,October,2023-10-20,2648281,641398,71416262,39487,58298,1.04
Twitter,#Cooking,Food,UK,May,2023-05-23,888566,204561,7582841,25208,57285,3.79
Facebook,#WebSeries,Entertainment,Canada,August,2023-08-18,143149,32330,477809,2825,1703,7.71
Facebook,#Cricket,Sports,Indonesia,June,2023-06-17,183496,52768,649391,4816,7512,10.02
Facebook,#BeautyTips,Fashion,India,May,2023-05-26,605801,83315,3977650,5460,11448,2.52
Instagram,#Kabaddi,Sports,Germany,September,2023-09-12,431083,62287,6443268,3582,2481,1.06
Instagram,#MusicMonday,Entertainment,India,February,2023-02-12,1609165,551566,6128994,30267,34958,10.06
Instagram,#Travel,Travel,Canada,January,2023-01-22,1400153,597536,17083941,20984,29242,3.79
YouTube,#OTT,Entertainment,India,March,2023-03-20,89982,16099,5861822,689,681,0.3
Twitter,#Cooking,Food,India,May,2023-05-30,535154,33570,1857896,2657,9983,2.49
Facebook,#MusicMonday,Entertainment,India,May,2023-05-06,638886,125402,3412366,5380,18316,4.37
Twitter,#ChessOlympiad,Sports,India,July,2023-07-29,548211,85989,3809348,6491,32662,3.29
YouTube,#Netflix,Entertainment,France,February,2023-02-23,179889,15299,15941477,1425,1024,0.11
TikTok,#Cricket,Sports,Canada,November,2023-11-18,345238,139350,2364224,7722,26005,7.32
TikTok,#Foodie,Food,Bangladesh,November,2023-11-12,3294437,1160801,78083873,67096,164707,1.78
YouTube,#Rajasthan,Travel,France,March,2023-03-20,119571,15600,10142529,604,851,0.17
Instagram,#Foodie,Food,France,March,2023-03-24,781915,280709,6396720,12347,9496,4.73
Facebook,#UPSC,Education,UK,March,2023-03-06,664932,104824,5087585,7117,9009,2.38
Facebook,#Rajasthan,Travel,Brazil,July,2023-07-06,362210,54955,1591296,5226,3442,4.0
Instagram,#Startup,Technology,India,December,2023-12-04,1654430,523803,22838168,33448,51729,2.67
Facebook,#Valorant,Gaming,India,April,2023-04-20,419911,46649,1113562,4137,3407,4.87
TikTok,#IndianFood,Food,India,April,2023-04-22,2882691,1148065,25707791,42363,146521,5.2
Instagram,#IncredibleIndia,Travel,Australia,April,2023-04-16,819439,244674,4152990,24147,22328,7.01
Instagram,#StreetFood,Food,Canada,April,2023-04-12,326005,79529,2811127,7113,3320,3.2
Facebook,#PubG,Gaming,France,November,2023-11-10,564361,136445,4094720,12396,17269,4.06
Twitter,#Bollywood,Entertainment,France,January,2023-01-28,352611,77757,1588988,14406,12511,6.59
Instagram,#Coding,Technology,Germany,February,2023-02-03,771140,245323,5232956,22658,17220,5.45
YouTube,#Parliament,Politics,India,February,2023-02-21,147795,10932,26381561,450,199,0.04
TikTok,#Recipe,Food,Indonesia,October,2023-10-10,3989019,1854647,47991350,128637,162111,4.47
Twitter,#Democracy,Politics,India,January,2023-01-21,147185,33270,851097,4043,10983,5.67
TikTok,#Esports,Gaming,Pakistan,October,2023-10-20,1575331,553413,8658675,24584,83434,7.64
YouTube,#BGMI,Gaming,France,July,2023-07-09,18559,1421,2455830,153,105,0.07
Twitter,#TechNews,Technology,USA,May,2023-05-30,750965,156618,6227465,16164,61875,3.77
Facebook,#OTT,Entertainment,France,October,2023-10-30,446030,132994,1869443,7014,12830,8.18
TikTok,#MusicMonday,Entertainment,USA,March,2023-03-27,486300,215057,10948009,6111,42887,2.41
YouTube,#Movies,Entertainment,Australia,December,2023-12-03,120584,17956,9637723,432,1275,0.2
TikTok,#WebSeries,Entertainment,Pakistan,January,2023-01-10,2589319,831953,71499824,30450,46088,1.27
YouTube,#Foodie,Food,USA,September,2023-09-20,111783,12416,9119610,1770,749,0.16
TikTok,#Python,Technology,India,May,2023-05-17,748822,420097,20944104,6694,62986,2.34
YouTube,#StudyTips,Education,India,March,2023-03-07,28562,2469,1481776,70,123,0.18
Instagram,#IPL2024,Sports,India,January,2023-01-07,1554559,594533,20896250,41258,26196,3.17
Facebook,#Valorant,Gaming,India,November,2023-11-10,135903,12551,384916,1413,1781,4.09
Instagram,#ChessOlympiad,Sports,India,January,2023-01-02,918002,346139,5321574,8307,12858,6.9
YouTube,#UPSC,Education,Brazil,April,2023-04-12,186160,36894,24011365,1630,1112,0.17
TikTok,#MusicMonday,Entertainment,India,September,2023-09-17,102960,19130,3022365,543,3476,0.77
TikTok,#TechNews,Technology,India,December,2023-12-26,685686,160923,17975537,10128,13542,1.03
Facebook,#Fitness,Health,Pakistan,July,2023-07-31,539265,119140,1784724,6265,9283,7.55
Instagram,#StudyTips,Education,Bangladesh,December,2023-12-16,537786,106754,2654065,2661,7948,4.42
Twitter,#Ayurveda,Health,India,December,2023-12-12,806566,185290,4490520,36423,56022,6.18
YouTube,#Fitness,Health,Australia,December,2023-12-15,159229,24159,5072747,1307,1661,0.53
Facebook,#Valorant,Gaming,Canada,September,2023-09-03,396438,75296,2608750,4383,11286,3.49
Instagram,#Startup,Technology,India,January,2023-01-22,1458848,326071,12515949,18563,36881,3.05
Facebook,#Rajasthan,Travel,Brazil,March,2023-03-20,156984,38041,677132,4392,5176,7.03
YouTube,#HealthyEating,Food,India,July,2023-07-24,96368,5020,15654742,532,110,0.04
TikTok,#Budget2024,Politics,India,January,2023-01-09,3332392,1208091,39229758,28804,150526,3.54
Instagram,#BeautyTips,Fashion,India,April,2023-04-27,408345,110370,4771409,6029,12721,2.71
Instagram,#Wanderlust,Travel,India,June,2023-06-30,232322,28672,1598233,1666,1606,2.0
Instagram,#NEET,Education,Canada,April,2023-04-21,883139,239928,12789866,16919,14508,2.12
YouTube,#Ayurveda,Health,Pakistan,March,2023-03-04,157554,10936,11145603,1249,727,0.12
Instagram,#PubG,Gaming,Brazil,February,2023-02-02,47140,12090,377308,444,717,3.51
Instagram,#Valorant,Gaming,France,September,2023-09-01,1660052,328999,11768254,27473,30547,3.29
Instagram,#Valorant,Gaming,Pakistan,April,2023-04-28,1495003,459701,8737118,39337,34005,6.1
Facebook,#Movies,Entertainment,Indonesia,February,2023-02-18,410803,100664,2358683,3756,9462,4.83
TikTok,#OOTD,Fashion,Brazil,July,2023-07-19,1670525,845413,19888033,16921,149778,5.09
Twitter,#Goa,Travel,India,November,2023-11-21,8201,946,70517,115,136,1.7
YouTube,#Esports,Gaming,USA,November,2023-11-06,141090,11288,23411225,501,842,0.05
TikTok,#FIFA,Sports,Australia,February,2023-02-01,1685301,649811,29666743,17789,69140,2.48
Twitter,#Saree,Fashion,India,March,2023-03-15,315486,17369,2275625,2854,2147,0.98
Facebook,#Democracy,Politics,Bangladesh,July,2023-07-15,590236,67602,2753353,3939,9671,2.95
Facebook,#IndianFashion,Fashion,Australia,November,2023-11-07,483354,68949,2667573,4071,2886,2.85
Twitter,#PubG,Gaming,Brazil,July,2023-07-08,153638,17369,1192846,2301,5013,2.07
YouTube,#Recipe,Food,USA,November,2023-11-10,199868,11028,14175359,1031,549,0.09
TikTok,#WebSeries,Entertainment,Australia,March,2023-03-09,4216425,753665,28238942,15532,96783,3.07
Instagram,#FIFA,Sports,USA,June,2023-06-23,180202,44045,2164263,2616,3482,2.32
TikTok,#HealthyEating,Food,Canada,July,2023-07-22,1350100,535508,9770461,13124,39552,6.02
YouTube,#ChatGPT,Technology,India,November,2023-11-27,179681,24014,5291058,3111,619,0.52
Twitter,#Netflix,Entertainment,Canada,April,2023-04-30,165044,39756,511864,3892,8597,10.21
Facebook,#OTT,Entertainment,Canada,May,2023-05-29,524137,44642,3296010,3006,2119,1.51
Instagram,#MentalHealth,Health,India,April,2023-04-28,1232092,335144,8861918,8864,36647,4.3
TikTok,#Democracy,Politics,India,March,2023-03-19,4548223,697276,94111806,37370,62648,0.85
YouTube,#NEET,Education,India,April,2023-04-14,198201,27974,15897193,1748,789,0.19
Twitter,#Streetwear,Fashion,India,August,2023-08-17,637677,155304,4702721,25703,25062,4.38
Twitter,#MusicMonday,Entertainment,Canada,February,2023-02-24,783896,185482,2857038,30412,59486,9.64
YouTube,#Startup,Technology,Germany,June,2023-06-05,95117,11372,12993877,567,822,0.1
YouTube,#Startup,Technology,India,June,2023-06-08,3740,308,196594,19,13,0.17
Facebook,#Esports,Gaming,UK,November,2023-11-05,798478,92908,3952540,7476,6632,2.71
Instagram,#Kabaddi,Sports,India,January,2023-01-01,1798202,199456,6474132,4168,10906,3.31
Twitter,#Streetwear,Fashion,UK,October,2023-10-18,172234,11961,851593,1756,4680,2.16
YouTube,#FIFA,Sports,UK,December,2023-12-01,6370,602,167522,21,11,0.38
Facebook,#AI,Technology,France,November,2023-11-22,788413,228271,5326971,24933,32534,5.36
Instagram,#Bollywood,Entertainment,India,May,2023-05-01,964717,390157,9605999,25202,21187,4.54
TikTok,#IncredibleIndia,Travel,Australia,December,2023-12-21,1335930,329926,19956754,12015,18335,1.81
Facebook,#Rajasthan,Travel,India,January,2023-01-07,612777,170002,3639687,19779,23188,5.85
YouTube,#Goa,Travel,Canada,May,2023-05-17,6899,1039,1334088,46,60,0.09
Twitter,#OTT,Entertainment,Germany,August,2023-08-11,591095,142116,3492319,12041,50385,5.86
Twitter,#Saree,Fashion,India,November,2023-11-03,390138,55107,2254920,4110,16398,3.35
YouTube,#OnlineLearning,Education,India,June,2023-06-14,193226,28191,18020313,2690,1016,0.18
YouTube,#IndianFashion,Fashion,Germany,December,2023-12-11,197542,36232,27977463,2645,2800,0.15
Twitter,#Fitness,Health,France,March,2023-03-12,353970,83163,2535739,9781,21769,4.52
Instagram,#Movies,Entertainment,Indonesia,November,2023-11-17,314192,97266,2979335,8419,4313,3.69
TikTok,#Budget2024,Politics,Germany,December,2023-12-21,3374826,630365,52223413,11240,78926,1.38
Twitter,#StudyTips,Education,Pakistan,January,2023-01-03,272090,64458,1990908,4815,10831,4.02
YouTube,#IncredibleIndia,Travel,USA,July,2023-07-11,144273,27489,16470463,3477,696,0.19
YouTube,#HealthyEating,Food,Canada,February,2023-02-24,59695,8719,6068458,1120,633,0.17
Instagram,#OTT,Entertainment,Canada,February,2023-02-25,1048515,157827,4054062,15152,8169,4.47
Facebook,#IndianFashion,Fashion,Indonesia,November,2023-11-23,109279,31618,343796,994,2293,10.15
Instagram,#BJP,Politics,India,February,2023-02-04,541489,139926,2397407,13375,12529,6.92
Twitter,#Fitness,Health,USA,July,2023-07-18,398127,36504,2161109,5054,8889,2.33
TikTok,#MentalHealth,Health,Bangladesh,September,2023-09-09,314392,117896,4334655,3289,14270,3.12
Facebook,#StudyTips,Education,UK,December,2023-12-19,623644,134988,2560887,15850,12679,6.39
Twitter,#IndianFood,Food,Brazil,February,2023-02-14,502939,50510,1376237,4384,17637,5.27
Twitter,#Rajasthan,Travel,Australia,June,2023-06-22,258103,44063,1485185,4337,11711,4.05
Facebook,#Startup,Technology,UK,February,2023-02-18,18793,4330,104499,393,186,4.7
TikTok,#IncredibleIndia,Travel,Indonesia,April,2023-04-03,3935435,1076866,75270109,71171,140368,1.71
Twitter,#BeautyTips,Fashion,India,December,2023-12-24,546837,81052,5040794,7619,12062,2.0
YouTube,#Fitness,Health,UK,February,2023-02-26,180542,13219,30823465,606,582,0.05
Twitter,#HealthyEating,Food,Canada,December,2023-12-01,954391,81434,4785084,7764,13601,2.15
TikTok,#Goa,Travel,Australia,August,2023-08-16,1023829,200355,8682205,12386,38468,2.89
TikTok,#MusicMonday,Entertainment,Brazil,July,2023-07-07,3656878,582328,66296932,34105,84568,1.06
Twitter,#Cooking,Food,India,May,2023-05-23,462484,74670,2487258,4463,13353,3.72
YouTube,#Rajasthan,Travel,Indonesia,May,2023-05-05,36551,2491,1796816,234,140,0.16
Facebook,#JEE,Education,Indonesia,May,2023-05-15,509093,48211,3431281,2251,4120,1.59
TikTok,#Netflix,Entertainment,India,March,2023-03-17,2569460,539449,57907528,5817,31827,1.0
Twitter,#Kabaddi,Sports,Bangladesh,May,2023-05-17,619017,96630,2740235,16593,18925,4.82
Instagram,#Goa,Travel,India,December,2023-12-06,1005642,268905,5600892,9087,21451,5.35
TikTok,#Cricket,Sports,Bangladesh,March,2023-03-07,4327081,932188,103905982,40492,185020,1.11
Twitter,#Yoga,Health,India,November,2023-11-17,795011,105499,5569042,20112,36755,2.92
Facebook,#MusicMonday,Entertainment,India,June,2023-06-14,421798,36311,2543414,4131,3013,1.71
TikTok,#TechNews,Technology,France,March,2023-03-07,4071211,1737198,100810064,125446,255205,2.1
Instagram,#Startup,Technology,Indonesia,May,2023-05-28,1052564,390064,8623549,8765,14030,4.79
Twitter,#BJP,Politics,India,July,2023-07-09,295863,38063,1691169,6509,14278,3.48
YouTube,#OnlineLearning,Education,USA,June,2023-06-07,123684,15672,11069333,2088,911,0.17
TikTok,#WellBeing,Health,Bangladesh,October,2023-10-21,1201481,433972,8740404,19215,43988,5.69
TikTok,#Meditation,Health,India,May,2023-05-09,2299922,1311812,61796116,67703,110423,2.41
YouTube,#Startup,Technology,India,June,2023-06-28,80807,6365,6488780,686,187,0.11
TikTok,#HealthyEating,Food,Bangladesh,April,2023-04-07,1218345,622586,27057376,14504,95191,2.71
TikTok,#JEE,Education,India,August,2023-08-25,4930064,1893394,39096734,114724,177447,5.59
Instagram,#Startup,Technology,Canada,November,2023-11-21,1751452,381957,23902554,32377,24349,1.84
Facebook,#Wanderlust,Travel,India,October,2023-10-18,489379,97009,1408452,8200,6575,7.94
Facebook,#NEET,Education,India,February,2023-02-04,206105,53306,727316,3974,7613,8.92
TikTok,#Fitness,Health,Indonesia,October,2023-10-18,3577352,857260,22447261,34238,169098,4.72
TikTok,#Olympics,Sports,UK,July,2023-07-18,2676825,545403,25503766,19249,92824,2.58
Twitter,#Bollywood,Entertainment,India,February,2023-02-25,580134,91106,1751643,5865,29418,7.22
Facebook,#AI,Technology,France,December,2023-12-05,602088,56098,1606727,6614,6684,4.32
YouTube,#Recipe,Food,India,April,2023-04-23,162586,22851,25251358,3213,794,0.11
Instagram,#Elections2024,Politics,Indonesia,October,2023-10-27,674205,247313,3412898,24066,15950,8.42
TikTok,#MentalHealth,Health,India,February,2023-02-16,4841910,2339636,142675653,67571,287631,1.89
Twitter,#Python,Technology,India,May,2023-05-04,486827,83695,4447204,15704,15386,2.58
Twitter,#TechNews,Technology,India,August,2023-08-11,612794,136149,5390575,15919,23098,3.25
Twitter,#HealthyEating,Food,Brazil,August,2023-08-15,162690,32185,825782,4578,6889,5.29
TikTok,#IndianFashion,Fashion,France,December,2023-12-11,4173167,1445971,112169169,49105,76791,1.4
TikTok,#Ayurveda,Health,Germany,August,2023-08-15,1773603,563708,40059323,29350,87284,1.7
Facebook,#Democracy,Politics,India,April,2023-04-22,337474,53225,1230042,5021,7389,5.34
Facebook,#Ayurveda,Health,India,December,2023-12-18,598672,80040,3703076,5658,10246,2.59
Facebook,#Fitness,Health,USA,July,2023-07-15,29489,5544,187109,619,276,3.44
YouTube,#FreeFireIndia,Gaming,India,July,2023-07-07,68620,8356,3454159,1094,460,0.29
TikTok,#UPSC,Education,Germany,January,2023-01-19,3249784,1020618,78052519,16634,191240,1.57
Twitter,#Meditation,Health,Indonesia,January,2023-01-26,267554,17618,2530012,2078,3311,0.91
Facebook,#IndianFashion,Fashion,India,July,2023-07-29,334734,39049,803587,4235,4229,5.91
TikTok,#Parliament,Politics,Indonesia,August,2023-08-29,3600595,1990102,39268559,132423,157830,5.81
Twitter,#IPL2024,Sports,India,April,2023-04-02,564890,42269,3220040,6937,13397,1.94
Instagram,#UPSC,Education,India,January,2023-01-05,692576,276609,8446792,16889,8814,3.58
TikTok,#MusicMonday,Entertainment,India,March,2023-03-27,455542,164487,11918540,4430,23249,1.61
YouTube,#Fitness,Health,Brazil,May,2023-05-06,119760,9134,4763778,477,500,0.21
Twitter,#Olympics,Sports,India,January,2023-01-01,306153,43521,2568839,6599,9509,2.32
TikTok,#StreetFood,Food,Brazil,November,2023-11-28,4409191,1363634,88791975,82206,221456,1.88
YouTube,#NEET,Education,India,September,2023-09-15,131500,9065,3491982,267,721,0.29
YouTube,#Kabaddi,Sports,France,July,2023-07-31,100789,10723,8794063,652,256,0.13
Twitter,#Python,Technology,Canada,November,2023-11-23,791796,62895,7064069,10602,20426,1.33
YouTube,#Recipe,Food,India,January,2023-01-09,60025,11137,3933173,800,667,0.32
YouTube,#Python,Technology,India,August,2023-08-01,13960,1211,644906,124,20,0.21
YouTube,#Movies,Entertainment,Brazil,July,2023-07-17,171793,31063,5851651,1808,2096,0.6
TikTok,#IncredibleIndia,Travel,France,September,2023-09-03,618375,190841,6082944,14225,14292,3.61
Twitter,#BJP,Politics,Australia,October,2023-10-15,287705,17831,1748111,2578,3769,1.38
Facebook,#Foodie,Food,Canada,November,2023-11-10,490650,76700,1942614,4841,9827,4.7
TikTok,#Olympics,Sports,Canada,September,2023-09-07,3685691,1819396,21759943,117444,289829,10.23
TikTok,#StudyTips,Education,India,July,2023-07-13,2819516,1261105,45102490,76395,113582,3.22
Instagram,#AI,Technology,Pakistan,July,2023-07-16,588310,140041,2060673,6194,16219,7.88
Instagram,#StreetFood,Food,India,August,2023-08-02,1686613,656215,8129065,41843,34755,9.01
Instagram,#Bollywood,Entertainment,India,January,2023-01-20,566809,200952,7053453,7541,22579,3.28
Instagram,#IncredibleIndia,Travel,India,December,2023-12-09,973864,374052,6926944,29263,23748,6.17
Facebook,#BeautyTips,Fashion,Indonesia,October,2023-10-08,786160,120071,4708822,9293,13622,3.04
TikTok,#EdTech,Education,India,November,2023-11-01,2107696,530695,11709578,23264,52657,5.18
TikTok,#Streetwear,Fashion,Australia,July,2023-07-27,480222,277782,6006886,19561,18326,5.26
Instagram,#UPSC,Education,Germany,April,2023-04-23,1857058,807192,15919018,26040,31378,5.43
TikTok,#JEE,Education,UK,July,2023-07-24,3567272,1444594,44509256,38967,207239,3.8
Twitter,#BGMI,Gaming,UK,July,2023-07-27,859653,117285,4568009,23076,23472,3.59
YouTube,#FIFA,Sports,India,September,2023-09-07,129438,24486,11823131,1171,982,0.23
Instagram,#IndianFashion,Fashion,Pakistan,March,2023-03-26,714876,111318,4951027,5582,4169,2.45
Twitter,#ChessOlympiad,Sports,India,March,2023-03-18,571619,77573,5243261,14750,26225,2.26
Instagram,#Bollywood,Entertainment,Brazil,April,2023-04-01,78544,11523,1162797,568,1056,1.13
YouTube,#MentalHealth,Health,India,March,2023-03-26,81703,8131,2206765,778,643,0.43
TikTok,#Netflix,Entertainment,Canada,March,2023-03-29,3328806,1733928,57451870,49786,162493,3.39
TikTok,#Kabaddi,Sports,India,March,2023-03-12,594777,212960,15648515,4475,35438,1.62
TikTok,#Olympics,Sports,Pakistan,April,2023-04-25,2429823,399499,63913847,22591,61617,0.76
Facebook,#PubG,Gaming,India,May,2023-05-31,693233,163079,3054775,16736,10740,6.24
YouTube,#FreeFireIndia,Gaming,India,August,2023-08-25,39486,6139,1051258,169,437,0.64
Instagram,#Olympics,Sports,India,March,2023-03-18,1525757,191794,18681979,14388,15752,1.19
Facebook,#Cooking,Food,India,November,2023-11-26,708731,203666,3765290,16881,29148,6.63
Instagram,#Wanderlust,Travel,India,July,2023-07-06,338269,80094,2415588,1915,8466,3.75
YouTube,#Recipe,Food,Germany,September,2023-09-12,122004,18148,11169238,2035,592,0.19
Instagram,#Valorant,Gaming,Australia,August,2023-08-05,1390774,292307,19451252,19095,27180,1.74
Twitter,#Parliament,Politics,UK,February,2023-02-17,515545,116051,2410920,6534,16491,5.77
TikTok,#Ayurveda,Health,India,April,2023-04-14,1564252,528782,37966740,28664,82862,1.69
TikTok,#Gaming,Gaming,India,February,2023-02-23,4100006,2038545,119850769,49169,147123,1.86
TikTok,#BeautyTips,Fashion,UK,September,2023-09-28,1699712,587627,48858941,38794,69482,1.42
TikTok,#JEE,Education,Indonesia,August,2023-08-22,423407,117715,2306667,6033,22926,6.36
Twitter,#Rajasthan,Travel,France,August,2023-08-26,963508,218594,6335239,41196,76604,5.31
Instagram,#Kashmir,Travel,India,November,2023-11-30,1797118,204060,10340033,18845,10789,2.26
YouTube,#OTT,Entertainment,India,January,2023-01-21,58643,11306,5915025,809,453,0.21
Twitter,#BeautyTips,Fashion,Germany,October,2023-10-07,990574,132094,5957326,25479,44699,3.4
YouTube,#Meditation,Health,India,September,2023-09-12,152589,12514,21214745,718,226,0.06
Instagram,#StreetFood,Food,Australia,June,2023-06-18,381692,110985,2062314,8302,4125,5.98
Instagram,#IncredibleIndia,Travel,India,March,2023-03-08,1962620,711044,11968682,51619,64323,6.91
Facebook,#Democracy,Politics,India,March,2023-03-25,386986,39268,2937397,2271,3913,1.55
TikTok,#IPL2024,Sports,India,March,2023-03-04,77919,45123,518126,2884,7389,10.69
YouTube,#Elections2024,Politics,Canada,August,2023-08-20,88981,6069,14048316,736,258,0.05
Twitter,#Wanderlust,Travel,Pakistan,May,2023-05-23,828653,55232,6887763,5688,11950,1.06
Instagram,#JEE,Education,Australia,January,2023-01-10,1920337,806268,24297071,67294,30459,3.72
Twitter,#Budget2024,Politics,USA,March,2023-03-24,552447,117695,3468524,14335,44419,5.09
